seismic,seismoacoustic,shift,genergy,gpuls,gdenergy,gdpuls,hazard,nbumps,nbumps2,nbumps3,nbumps4,nbumps5,energy,class,log_genergy,log_gpuls,log_gdenergy,log_gdpuls,log_energy
1.0,1.0,1.0,36430,500,-31,-16,0.0,2,0,1,1,0,94000,0,10.503147890002609,6.214608098422191,4.189654742026425,4.394449154672439,11.451060699493427
1.0,1.0,1.0,65150,952,25,60,0.0,4,3,1,0,0,4100,0,11.084447582552992,6.858565034791365,4.804021044733257,5.056245805348308,8.31898612539206
1.0,1.0,1.0,40030,577,-28,-13,0.0,0,0,0,0,0,0,0,10.597384451986619,6.3578422665081,4.23410650459726,4.430816798843313,0.0
0.0,1.0,1.0,45170,579,-14,-10,0.0,1,0,1,0,0,2000,0,10.71818842864865,6.361302477572996,4.418840607796598,4.465908118654584,7.601402334583733
0.0,1.0,1.0,93510,1375,86,120,1.0,3,2,1,0,0,5700,0,11.445823661429493,7.226209010100671,5.209486152841421,5.37989735354046,8.648396877031582
0.0,1.0,1.0,59240,941,5,29,0.0,3,1,2,0,0,5200,0,10.989352268381735,6.846943139585379,4.624972813284271,4.836281906951478,8.556606193773073
0.0,1.0,0.0,11130,126,-47,-40,0.0,3,1,2,0,0,4900,0,9.31739944426959,4.836281906951478,3.912023005428146,4.04305126783455,8.497194544909547
0.0,1.0,0.0,2960,49,-62,-34,0.0,0,0,0,0,0,0,0,7.992944547318106,3.8918202981106265,3.5553480614894135,4.143134726391533,0.0
0.0,1.0,0.0,10520,72,46,1,0.0,1,0,1,0,0,5000,0,9.261033486291701,4.276666119016055,4.962844630259907,4.584967478670572,8.517393171418904
0.0,1.0,1.0,44770,770,-22,2,0.0,1,0,1,0,0,1000,1,10.709293551235012,6.646390514847729,4.31748811353631,4.59511985013459,6.90875477931522
1.0,0.0,1.0,79790,1419,39,80,0.0,3,2,0,1,0,21200,0,11.287153462302326,7.257707677160043,4.912654885736052,5.176149732573829,9.961803629358965
1.0,0.0,1.0,58160,897,-4,3,0.0,3,2,1,0,0,1900,0,10.9709531122074,6.799055862058796,4.532599493153256,4.605170185988092,7.550135342488429
1.0,0.0,1.0,51230,944,-10,8,0.0,2,0,2,0,0,5000,1,10.844080576933248,6.8501261661455,4.465908118654584,4.653960350157523,8.517393171418904
1.0,0.0,1.0,55890,1204,-3,34,0.0,5,0,2,3,0,149000,0,10.931140752263744,7.093404625868766,4.543294782270004,4.875197323201151,11.91170829631447
1.0,0.0,1.0,29900,665,-50,-31,0.0,1,1,0,0,0,900,1,10.305613759378778,6.499787040655854,3.8501476017100584,4.189654742026425,6.803505257608338
1.0,1.0,0.0,8660,205,16,188,1.0,1,0,0,1,0,10000,0,9.06647000155648,5.3230099791384085,4.727387818712341,5.652489180268651,9.210440366976517
0.0,1.0,1.0,23290,592,-58,-37,1.0,1,1,0,0,0,500,0,10.055779362878386,6.3835066348840055,3.6635616461296463,4.0943445622221,6.2166061010848646
0.0,1.0,1.0,21000,523,-61,-44,1.0,1,0,1,0,0,8000,0,9.95227771670556,6.259581464064923,3.58351893845611,3.970291913552122,8.987321812850125
0.0,1.0,1.0,24570,434,-52,-53,0.0,2,1,1,0,0,3600,0,10.109281465515226,6.073044534100405,3.8066624897703196,3.784189633918261,8.188966863648876
0.0,1.0,1.0,56350,999,26,19,0.0,2,2,0,0,0,1000,0,10.939337519467923,6.906754778648554,4.812184355372417,4.7535901911063645,6.90875477931522
0.0,0.0,1.0,31900,643,-28,-24,0.0,2,2,0,0,0,1100,0,10.370361288772935,6.466144724237619,4.23410650459726,4.290459441148391,7.00397413672268
0.0,0.0,1.0,23920,359,-45,-57,0.0,1,0,1,0,0,5000,0,10.082470208064567,5.883322388488279,3.9512437185814275,3.6888794541139363,8.517393171418904
0.0,1.0,1.0,65240,1008,73,39,0.0,4,3,1,0,0,2500,0,11.08582805673495,6.915723448631314,5.135798437050262,4.912654885736052,7.824445930877619
0.0,1.0,1.0,49070,587,28,-20,0.0,2,1,1,0,0,2400,0,10.801003129083949,6.375024819828097,4.8283137373023015,4.343805421853684,7.783640596221253
0.0,1.0,1.0,122820,1191,-39,-40,0.0,1,0,1,0,0,3000,0,11.71847514788339,7.0825485693553,4.060443010546419,4.04305126783455,8.006700845440367
0.0,1.0,1.0,132520,1174,-31,-39,0.0,1,1,0,0,0,200,0,11.794488856413832,7.068172000388042,4.189654742026425,4.060443010546419,5.303304908059076
0.0,1.0,0.0,25710,258,-74,-74,0.0,1,0,1,0,0,7000,0,10.154635300259935,5.552959584921617,3.1354942159291497,3.1354942159291497,8.853808274977197
0.0,0.0,0.0,17700,174,-81,-81,0.0,1,0,1,0,0,2000,0,9.78131991856192,5.159055299214529,2.772588722239781,2.772588722239781,7.601402334583733
0.0,0.0,0.0,72300,155,-14,-82,0.0,1,0,1,0,0,5000,0,11.188579408146856,5.043425116919247,4.418840607796598,2.70805020110221,8.517393171418904
0.0,0.0,0.0,16960,130,-56,-34,0.0,1,0,1,0,0,4000,0,9.738612909345894,4.867534450455582,3.713572066704308,4.143134726391533,8.294299608857235
0.0,0.0,1.0,87700,935,-53,-49,0.0,2,1,1,0,0,1600,0,11.381677178360274,6.840546529288687,3.784189633918261,3.871201010907891,7.3783837129967145
0.0,0.0,1.0,118860,1122,4,2,0.0,0,0,0,0,0,0,0,11.685701608920652,7.022868086082641,4.61512051684126,4.59511985013459,0.0
0.0,0.0,1.0,102710,1159,-11,5,0.0,1,1,0,0,0,400,0,11.53966476215985,7.055312843339752,4.454347296253507,4.624972813284271,5.993961427306569
0.0,0.0,1.0,95050,860,-16,-22,0.0,2,0,2,0,0,5000,0,11.462158347916576,6.756932389247553,4.394449154672439,4.31748811353631,8.517393171418904
0.0,0.0,1.0,182210,1766,63,63,0.0,6,1,5,0,0,17800,0,12.112915147043925,7.476472381163905,5.075173815233827,5.075173815233827,9.787009914477434
0.0,0.0,1.0,95020,859,-20,-25,0.0,1,1,0,0,0,600,0,11.461842674740913,6.755768921984255,4.343805421853684,4.276666119016055,6.398594934535208
0.0,0.0,0.0,29290,235,-20,24,0.0,1,1,0,0,0,500,0,10.285001439821778,5.459585514144159,4.343805421853684,4.795790545596741,6.2166061010848646
0.0,0.0,0.0,11440,121,-68,-37,0.0,0,0,0,0,0,0,0,9.344871264933788,4.795790545596741,3.367295829986474,4.0943445622221,0.0
0.0,0.0,0.0,26800,94,-18,-49,0.0,1,0,1,0,0,3000,0,10.196157166498947,4.543294782270004,4.3694478524670215,3.871201010907891,8.006700845440367
0.0,0.0,0.0,43650,334,38,90,0.0,0,0,0,0,0,0,0,10.683958561267747,5.811140992976701,4.90527477843843,5.231108616854587,0.0
0.0,0.0,1.0,154830,1252,33,11,0.0,2,2,0,0,0,1100,0,11.950083019810883,7.132497551660044,4.867534450455582,4.68213122712422,7.00397413672268
0.0,1.0,1.0,121720,1170,1,2,0.0,1,0,1,0,0,5000,0,11.709478604010908,7.064759027791802,4.584967478670572,4.59511985013459,8.517393171418904
0.0,1.0,1.0,111950,997,-8,-13,0.0,4,3,1,0,0,4400,0,11.625807622026901,6.904750769961838,4.48863636973214,4.430816798843313,8.38958706681109
0.0,1.0,1.0,190960,1651,58,45,0.0,2,0,2,0,0,11000,0,12.159819261012712,7.409136443920128,5.043425116919247,4.955827057601261,9.305741456739435
0.0,1.0,1.0,95620,996,-26,-17,0.0,0,0,0,0,0,0,0,11.468137282180095,6.903747257584598,4.2626798770413155,4.382026634673881,0.0
0.0,1.0,1.0,133430,1074,5,-9,0.0,6,2,4,0,0,16700,0,11.801332274736467,6.97914527506881,4.624972813284271,4.477336814478207,9.723223876851618
0.0,1.0,1.0,253510,2069,98,76,0.0,4,2,2,0,0,7100,0,12.443158548967089,7.634820677745543,5.272999558563747,5.153291594497779,8.867990898182093
0.0,1.0,1.0,121870,935,-15,-26,0.0,2,2,0,0,0,900,0,11.710710181817548,6.840546529288687,4.406719247264253,4.2626798770413155,6.803505257608338
0.0,1.0,1.0,148160,1282,1,0,0.0,2,2,0,0,0,1300,0,11.906048049880006,7.156176637480615,4.584967478670572,4.574710978503383,7.170888478512505
0.0,1.0,1.0,156780,1301,10,6,0.0,4,3,1,0,0,4700,0,11.962598827742713,7.170888478512505,4.672828834461906,4.634728988229636,8.45553053102413
0.0,1.0,0.0,23000,157,-28,-17,0.0,1,0,1,0,0,2000,0,10.043249494911286,5.056245805348308,4.23410650459726,4.382026634673881,7.601402334583733
0.0,0.0,1.0,107100,1003,-28,-21,0.0,3,3,0,0,0,1600,1,11.58151825643584,6.910750787961936,4.23410650459726,4.330733340286331,7.3783837129967145
1.0,0.0,1.0,127110,1140,-12,-9,0.0,3,1,1,1,0,22600,1,11.752808132288715,7.038783541388542,4.442651256490317,4.477336814478207,10.025749432069084
1.0,0.0,1.0,163510,1534,13,23,0.0,2,0,1,1,0,72000,0,12.004629429528633,7.335633981927201,4.700480365792417,4.787491742782046,11.184435286790631
1.0,0.0,1.0,134890,1411,-10,9,0.0,1,0,1,0,0,6000,1,11.812214910463725,7.252053951852814,4.465908118654584,4.663439094112067,8.699681400989514
1.0,1.0,1.0,306400,2522,112,98,1.0,3,2,0,1,0,31000,1,12.632646716848573,7.8328075165248645,5.342334251964811,5.272999558563747,10.34177474101152
1.0,1.0,1.0,83490,898,-49,-37,1.0,2,1,0,0,1,100300,1,11.332482143188047,6.8001700683022,3.871201010907891,4.0943445622221,11.515930943990057
1.0,1.0,1.0,92760,967,-42,-31,1.0,5,3,1,1,0,65800,0,11.437770791369468,6.874198495453294,4.007333185232471,4.189654742026425,11.094390314766315
1.0,1.0,1.0,105810,958,-27,-26,0.0,3,1,2,0,0,14900,0,11.569400311898207,6.86484777797086,4.248495242049359,4.2626798770413155,9.60918360377546
1.0,1.0,1.0,128260,1235,-10,-5,0.0,1,0,1,0,0,1000,0,11.761814732702854,7.118826249062078,4.465908118654584,4.5217885770490405,6.90875477931522
0.0,0.0,1.0,95280,1031,-32,-21,0.0,2,1,1,0,0,3600,1,11.464575204029181,6.93828448401696,4.174387269895637,4.330733340286331,8.188966863648876
1.0,0.0,1.0,186280,1921,39,51,0.0,3,1,1,1,0,72500,0,12.135006197096313,7.560601162768557,4.912654885736052,4.997212273764115,11.19135563385109
1.0,0.0,1.0,195950,1913,38,40,0.0,4,3,1,0,0,2700,0,12.185614803627777,7.556427969440253,4.90527477843843,4.919980925828125,7.901377353792616
1.0,0.0,1.0,117120,1095,-22,-24,0.0,3,2,1,0,0,5700,0,11.670954329195139,6.9985096422506015,4.31748811353631,4.290459441148391,8.648396877031582
0.0,1.0,1.0,273200,2387,89,71,0.0,2,1,1,0,0,3400,0,12.517959406678772,7.77779262633883,5.225746673713202,5.123963979403259,8.131824785007195
0.0,1.0,1.0,121400,1063,-23,-29,0.0,2,0,2,0,0,8000,0,11.706846157607535,6.968850378341948,4.30406509320417,4.219507705176107,8.987321812850125
0.0,1.0,1.0,200350,1668,43,24,0.0,0,0,0,0,0,0,0,12.20782111606429,7.419380582918692,4.941642422609304,4.795790545596741,0.0
0.0,0.0,1.0,130940,1397,-14,-2,0.0,1,0,1,0,0,2000,0,11.782494481995082,7.242082359256962,4.418840607796598,4.553876891600541,7.601402334583733
0.0,0.0,0.0,38450,343,26,85,0.0,1,0,1,0,0,1000,0,10.55711397493379,5.8377304471659395,4.812184355372417,5.204006687076795,6.90875477931522
0.0,0.0,0.0,12490,122,-59,-39,0.0,1,1,0,0,0,700,1,9.432683603119623,4.804021044733257,3.6375861597263857,4.060443010546419,6.55250788703459
1.0,0.0,0.0,12380,126,-56,-35,0.0,1,0,0,1,0,70000,0,9.423837546238587,4.836281906951478,3.713572066704308,4.127134385045092,11.156264806643742
1.0,0.0,0.0,12150,118,-52,-36,0.0,1,0,1,0,0,3000,0,9.405084448768694,4.770684624465665,3.8066624897703196,4.110873864173311,8.006700845440367
1.0,0.0,1.0,166220,1762,7,20,0.0,0,0,0,0,0,0,1,12.021067491107017,7.474204806496124,4.6443908991413725,4.762173934797756,0.0
1.0,0.0,1.0,265250,2852,64,84,0.0,2,0,1,1,0,23000,0,12.488428056476229,7.955775781534187,5.081404364984463,5.198497031265826,10.043292972227004
1.0,0.0,1.0,162190,1702,-7,0,0.0,0,0,0,0,0,0,0,11.996523766481735,7.43955930913332,4.499809670330265,4.574710978503383,0.0
1.0,0.0,1.0,127010,1388,-30,-22,0.0,3,0,3,0,0,9000,1,11.752021102498365,7.23561914106675,4.204692619390966,4.31748811353631,9.105090961257085
1.0,0.0,1.0,229070,2597,30,51,0.0,2,0,0,2,0,100000,0,12.34178291268262,7.862112211662748,4.844187086458591,4.997212273764115,11.51293546492023
1.0,0.0,1.0,167100,1690,-7,-6,0.0,1,0,1,0,0,7000,1,12.026347714583485,7.432483807917119,4.499809670330265,4.51085950651685,8.853808274977197
1.0,0.0,1.0,132470,1552,-28,-16,0.0,5,2,2,1,0,54800,0,11.794111483678307,7.347299700743164,4.23410650459726,4.394449154672439,10.911463720944793
1.0,0.0,1.0,254750,2932,50,66,0.0,1,0,1,0,0,2000,1,12.448037951084972,7.983440063006542,4.990432586778736,5.093750200806762,7.601402334583733
1.0,0.0,1.0,151210,1727,-18,-12,0.0,4,1,2,1,0,31800,0,11.926424878106715,7.454141078146678,4.3694478524670215,4.442651256490317,10.367253014814716
1.0,0.0,1.0,118110,1660,-34,-15,0.0,1,0,1,0,0,2000,1,11.679371672605892,7.414572881350589,4.143134726391533,4.406719247264253,7.601402334583733
1.0,0.0,1.0,118120,1716,-33,-14,0.0,1,0,0,1,0,20000,0,11.679456335857859,7.447751280047908,4.1588830833596715,4.418840607796598,9.90353755128617
1.0,0.0,1.0,185910,2451,8,24,0.0,8,4,4,0,0,11300,0,12.133017964624264,7.804251383528112,4.653960350157523,4.795790545596741,9.332646496360152
1.0,0.0,1.0,197590,2804,20,44,0.0,8,8,0,0,0,4700,0,12.193949455727862,7.938802248154481,4.762173934797756,4.948759890378168,8.45553053102413
0.0,0.0,0.0,26780,345,18,94,0.0,0,0,0,0,0,0,0,10.195410619245164,5.84354441703136,4.74493212836325,5.25227342804663,0.0
0.0,0.0,0.0,9670,186,-59,-7,0.0,0,0,0,0,0,0,0,9.17678358844734,5.225746673713202,3.6375861597263857,4.499809670330265,0.0
0.0,0.0,0.0,9980,170,-54,-13,0.0,1,0,1,0,0,1000,0,9.20833836930551,5.135798437050262,3.7612001156935624,4.430816798843313,6.90875477931522
0.0,0.0,0.0,8760,133,-59,-33,0.0,1,1,0,0,0,600,0,9.077951183930438,4.890349128221754,3.6375861597263857,4.1588830833596715,6.398594934535208
0.0,0.0,0.0,7370,110,-63,-46,0.0,0,0,0,0,0,0,0,8.905172985183382,4.700480365792417,3.5263605246161616,3.9318256327243257,0.0
0.0,0.0,0.0,4580,91,-72,-50,0.0,1,0,1,0,0,1000,0,8.429454277108231,4.51085950651685,3.2188758248682006,3.8501476017100584,6.90875477931522
0.0,0.0,0.0,4610,78,-68,-55,0.0,0,0,0,0,0,0,0,8.435983135990694,4.356708826689592,3.367295829986474,3.7376696182833684,0.0
0.0,0.0,0.0,6040,112,-44,-24,0.0,2,1,1,0,0,2400,1,8.706159290928861,4.718498871295094,3.970291913552122,4.290459441148391,7.783640596221253
1.0,0.0,1.0,68920,1004,-59,-51,0.0,3,0,2,1,0,66000,0,11.140701690641865,6.911747300251674,3.6375861597263857,3.828641396489095,11.097425172408931
1.0,0.0,1.0,134870,2096,-17,4,0.0,4,2,2,0,0,5100,0,11.812066630510904,7.647786045440933,4.382026634673881,4.61512051684126,8.537191877922927
1.0,0.0,1.0,71650,1173,-53,-40,0.0,1,0,1,0,0,7000,0,11.179548433256318,7.067319848653476,3.784189633918261,4.04305126783455,8.853808274977197
0.0,0.0,1.0,159910,2345,12,23,0.0,3,1,2,0,0,4400,0,11.982366435953487,7.76004068088038,4.6913478822291435,4.787491742782046,8.38958706681109
0.0,0.0,1.0,172530,2873,18,44,0.0,3,2,1,0,0,2300,0,12.058326413375909,7.96311205897929,4.74493212836325,4.948759890378168,7.741099090035366
0.0,0.0,1.0,93120,1238,-32,-38,0.0,1,0,1,0,0,2000,0,11.441644262965264,7.121252453244542,4.174387269895637,4.07753744390572,7.601402334583733
0.0,0.0,1.0,27830,190,-79,-90,0.0,4,0,4,0,0,19000,0,10.233869854519936,5.247024072160486,2.8903717578961645,1.9459101490553132,9.852246888342531
0.0,0.0,1.0,44320,269,-64,-85,0.0,2,0,2,0,0,3000,0,10.699191321421166,5.594711379601839,3.4965075614664802,2.4849066497880004,8.006700845440367
0.0,0.0,1.0,26830,192,-77,-88,0.0,1,1,0,0,0,600,0,10.19727594341967,5.2574953720277815,2.995732273553991,2.1972245773362196,6.398594934535208
0.0,0.0,1.0,29240,217,-71,-85,0.0,2,0,2,0,0,8000,0,10.283292913863715,5.37989735354046,3.258096538021482,2.4849066497880004,8.987321812850125
0.0,0.0,1.0,47740,276,-42,-76,0.0,4,1,3,0,0,7800,0,10.773524899892822,5.62040086571715,4.007333185232471,3.044522437723423,8.962007209588313
0.0,0.0,1.0,36520,209,-55,-81,0.0,3,2,1,0,0,9800,0,10.505615334708905,5.342334251964811,3.7376696182833684,2.772588722239781,9.19023970026918
0.0,0.0,1.0,28360,181,-60,-80,0.0,2,1,1,0,0,3800,0,10.252734980646064,5.198497031265826,3.6109179126442243,2.833213344056216,8.24301946898925
0.0,0.0,1.0,29990,203,-55,-75,0.0,3,1,2,0,0,9400,0,10.308619271743055,5.313205979041787,3.7376696182833684,3.091042453358316,9.148571345578551
0.0,0.0,1.0,21060,106,-61,-82,0.0,0,0,0,0,0,0,0,9.955130785687967,4.663439094112067,3.58351893845611,2.70805020110221,0.0
0.0,0.0,1.0,18240,87,-53,-72,0.0,2,1,1,0,0,2500,0,9.811372263628323,4.465908118654584,3.784189633918261,3.2188758248682006,7.824445930877619
0.0,0.0,1.0,33660,248,9,28,0.0,4,2,2,0,0,11100,0,10.424065467744796,5.5134287461649825,4.663439094112067,4.8283137373023015,9.314790473332646
0.0,0.0,1.0,21670,132,-31,-34,0.0,3,2,1,0,0,3400,0,9.983684094530405,4.882801922586371,4.189654742026425,4.143134726391533,8.131824785007195
0.0,0.0,0.0,5990,53,-42,-64,0.0,0,0,0,0,0,0,0,8.697846691109495,3.970291913552122,4.007333185232471,3.4965075614664802,0.0
0.0,0.0,0.0,6430,30,-33,-79,0.0,1,1,0,0,0,300,0,8.768729817231666,3.4011973816621555,4.1588830833596715,2.8903717578961645,5.707110264748875
0.0,0.0,0.0,3020,19,-66,-85,0.0,1,0,1,0,0,2000,0,8.013012110368916,2.9444389791664403,3.4339872044851463,2.4849066497880004,7.601402334583733
0.0,0.0,1.0,23400,140,-20,-24,0.0,3,3,0,0,0,2000,0,10.060491301345794,4.941642422609304,4.343805421853684,4.290459441148391,7.601402334583733
0.0,0.0,1.0,45990,349,59,94,0.0,3,2,1,0,0,4200,0,10.73617926053397,5.855071922202427,5.049856007249537,5.25227342804663,8.343077871169383
0.0,0.0,1.0,19570,153,-36,-21,0.0,1,1,0,0,0,700,0,9.881753060390121,5.030437921392435,4.110873864173311,4.330733340286331,6.55250788703459
0.0,0.0,1.0,32550,167,17,-8,0.0,9,5,4,0,0,13200,0,10.390532647636716,5.117993812416755,4.736198448394496,4.48863636973214,9.488047863280759
0.0,1.0,1.0,53860,346,96,96,0.0,5,1,4,0,0,13700,0,10.89414336636559,5.846438775057725,5.262690188904886,5.262690188904886,9.525224101853109
0.0,1.0,1.0,37810,238,26,23,0.0,6,5,1,0,0,5400,0,10.54032889688498,5.472270673671475,4.812184355372417,4.787491742782046,8.594339400592892
0.0,1.0,1.0,10130,133,-67,-32,0.0,1,0,1,0,0,2000,0,9.22325659724273,4.890349128221754,3.4011973816621555,4.174387269895637,7.601402334583733
0.0,1.0,1.0,57860,383,95,92,0.0,2,1,1,0,0,4700,0,10.965781578530127,5.948034989180646,5.2574953720277815,5.241747015059643,8.45553053102413
0.0,1.0,1.0,42470,326,26,42,0.0,2,2,0,0,0,1200,0,10.656553223307316,5.786897381366708,4.812184355372417,4.9344739331306915,7.0909098220799835
0.0,1.0,1.0,42840,248,24,5,0.0,3,0,3,0,0,4000,0,10.665227524561685,5.5134287461649825,4.795790545596741,4.624972813284271,8.294299608857235
0.0,1.0,0.0,13060,81,96,-18,0.0,0,0,0,0,0,0,0,9.477309402830421,4.394449154672439,5.262690188904886,4.3694478524670215,0.0
0.0,1.0,1.0,15930,177,-57,-29,0.0,2,1,1,0,0,2600,0,9.675959402904095,5.176149732573829,3.6888794541139363,4.219507705176107,7.8636512654486515
0.0,1.0,1.0,60340,495,68,96,0.0,5,3,2,0,0,12500,0,11.007750512713052,6.20455776256869,5.10594547390058,5.262690188904886,9.433563920090563
0.0,1.0,1.0,39690,416,6,56,0.0,2,1,1,0,0,1700,0,10.588854545777112,6.030685260261263,4.634728988229636,5.030437921392435,7.438971592395862
0.0,1.0,1.0,32930,271,-16,-7,0.0,1,0,1,0,0,3000,0,10.40213937537041,5.602118820879701,4.394449154672439,4.499809670330265,8.006700845440367
0.0,0.0,1.0,18210,150,-54,-51,0.0,3,1,2,0,0,7700,0,9.809726172721653,5.0106352940962555,3.7612001156935624,3.828641396489095,8.94910546953925
0.0,0.0,1.0,24790,236,-31,-17,0.0,1,1,0,0,0,600,0,10.118195625029236,5.4638318050256105,4.189654742026425,4.382026634673881,6.398594934535208
0.0,0.0,1.0,43490,352,26,24,0.0,0,0,0,0,0,0,0,10.680286305591684,5.863631175598097,4.812184355372417,4.795790545596741,0.0
0.0,0.0,0.0,10850,131,55,49,0.0,0,0,0,0,0,0,0,9.291920358968605,4.875197323201151,5.0238805208462765,4.983606621708336,0.0
0.0,0.0,0.0,3770,50,-47,-40,0.0,0,0,0,0,0,0,0,8.234830280442056,3.912023005428146,3.912023005428146,4.04305126783455,0.0
0.0,0.0,0.0,3650,41,-44,-46,0.0,1,0,1,0,0,4000,0,8.202482446576537,3.713572066704308,3.970291913552122,3.9318256327243257,8.294299608857235
0.0,0.0,1.0,8380,47,-78,-85,0.0,1,0,1,0,0,6000,0,9.033603193476129,3.8501476017100584,2.9444389791664403,2.4849066497880004,8.699681400989514
0.0,1.0,1.0,61110,439,86,62,0.0,4,4,0,0,0,1600,0,11.020430797888961,6.0844994130751715,5.209486152841421,5.0689042022202315,7.3783837129967145
0.0,1.0,1.0,39880,342,15,21,0.0,3,1,2,0,0,2800,0,10.593630224075774,5.834810737062605,4.718498871295094,4.770684624465665,7.937731775260109
0.0,1.0,1.0,19170,158,-44,-46,0.0,2,1,1,0,0,4500,0,9.86110183603969,5.062595033026967,3.970291913552122,3.9318256327243257,8.412054873292933
0.0,0.0,1.0,17750,151,-49,-48,0.0,1,1,0,0,0,400,0,9.784140794903562,5.017279836814924,3.871201010907891,3.8918202981106265,5.993961427306569
0.0,0.0,1.0,41740,331,37,29,0.0,2,2,0,0,0,1100,0,10.639215180631192,5.802118375377063,4.897839799950911,4.836281906951478,7.00397413672268
0.0,0.0,1.0,35800,341,16,38,0.0,0,0,0,0,0,0,0,10.485703172388792,5.831882477283517,4.727387818712341,4.90527477843843,0.0
0.0,1.0,1.0,48820,446,57,75,1.0,5,4,1,0,0,3900,0,10.79589534394695,6.100318952020064,5.0369526024136295,5.147494476813453,8.268988209506656
0.0,1.0,1.0,29470,347,-14,22,1.0,0,0,0,0,0,0,0,10.29112807573174,5.849324779946859,4.418840607796598,4.77912349311153,0.0
0.0,1.0,1.0,23050,202,-33,-32,1.0,4,2,2,0,0,5100,0,10.045421048424794,5.308267697401205,4.1588830833596715,4.174387269895637,8.537191877922927
0.0,1.0,1.0,37820,347,16,24,0.0,3,2,1,0,0,4000,0,10.540593342212448,5.849324779946859,4.727387818712341,4.795790545596741,8.294299608857235
0.0,1.0,1.0,33800,316,-5,2,0.0,2,1,1,0,0,3400,0,10.42821608147111,5.755742213586912,4.5217885770490405,4.59511985013459,8.131824785007195
0.0,0.0,1.0,13830,145,-58,-51,0.0,3,2,1,0,0,3900,0,9.534595424658804,4.976733742420574,3.6635616461296463,3.828641396489095,8.268988209506656
0.0,0.0,1.0,46170,404,53,45,0.0,1,1,0,0,0,700,0,10.740085515501034,6.0014148779611505,5.0106352940962555,4.955827057601261,6.55250788703459
0.0,0.0,1.0,35510,313,8,3,0.0,1,1,0,0,0,500,0,10.477569625937134,5.746203190540153,4.653960350157523,4.605170185988092,6.2166061010848646
0.0,0.0,1.0,31040,322,-10,1,0.0,5,2,3,0,0,9000,0,10.343031974297155,5.7745515455444085,4.465908118654584,4.584967478670572,9.105090961257085
0.0,0.0,1.0,47690,518,42,63,0.0,6,4,2,0,0,7400,0,10.77247701129227,6.249975242259483,4.9344739331306915,5.075173815233827,8.909370405197466
0.0,0.0,1.0,28130,347,-19,3,0.0,3,2,1,0,0,3100,0,10.244591901483902,5.849324779946859,4.356708826689592,4.605170185988092,8.03947991910045
0.0,0.0,0.0,4760,94,-23,37,0.0,0,0,0,0,0,0,0,8.468002947225466,4.543294782270004,4.30406509320417,4.897839799950911,0.0
0.0,0.0,0.0,3860,77,-38,12,0.0,0,0,0,0,0,0,0,8.258422462458876,4.343805421853684,4.07753744390572,4.6913478822291435,0.0
0.0,0.0,0.0,2210,34,-64,-51,0.0,2,1,1,0,0,3400,0,7.700747794511798,3.5263605246161616,3.4965075614664802,3.828641396489095,8.131824785007195
0.0,0.0,1.0,12610,157,-61,-52,0.0,1,0,1,0,0,2000,0,9.442245428958966,5.056245805348308,3.58351893845611,3.8066624897703196,7.601402334583733
0.0,0.0,1.0,39390,460,27,50,0.0,6,5,1,0,0,4800,0,10.581267255964951,6.131226489483141,4.820281565605037,4.990432586778736,8.476579508530941
0.0,0.0,1.0,19630,295,-40,-11,0.0,3,2,1,0,0,8300,0,9.884814287270506,5.68697535633982,4.04305126783455,4.454347296253507,9.024131268455035
0.0,0.0,1.0,26130,260,-15,-21,0.0,6,3,3,0,0,7700,0,10.170839358514659,5.560681631015528,4.406719247264253,4.330733340286331,8.94910546953925
0.0,0.0,1.0,19420,279,-35,-13,0.0,4,3,1,0,0,2800,0,9.874058741845316,5.631211781821365,4.127134385045092,4.430816798843313,7.937731775260109
0.0,0.0,1.0,18960,178,-38,-47,0.0,3,2,1,0,0,5800,1,9.850086775809013,5.181783550292085,4.07753744390572,3.912023005428146,8.665785595466064
1.0,1.0,1.0,26290,104,-6,-67,0.0,5,2,2,1,0,25300,0,10.176943917723927,4.6443908991413725,4.51085950651685,3.4011973816621555,10.138599199626192
1.0,1.0,1.0,18580,121,-31,-59,0.0,2,2,0,0,0,1200,0,9.82984101236783,4.795790545596741,4.189654742026425,3.6375861597263857,7.0909098220799835
1.0,1.0,1.0,9130,68,-64,-75,0.0,3,2,1,0,0,2000,0,9.119320973589014,4.219507705176107,3.4965075614664802,3.091042453358316,7.601402334583733
0.0,1.0,0.0,6340,18,10,-70,0.0,2,1,1,0,0,9300,0,8.754634047431272,2.8903717578961645,4.672828834461906,3.295836866004329,9.137877200242468
0.0,1.0,0.0,1200,15,-79,-74,0.0,0,0,0,0,0,0,0,7.090076835776092,2.70805020110221,2.8903717578961645,3.1354942159291497,0.0
0.0,1.0,0.0,1020,10,-81,-82,0.0,0,0,0,0,0,0,0,6.927557906278317,2.302585092994046,2.772588722239781,2.70805020110221,0.0
0.0,0.0,0.0,2360,16,-54,-71,0.0,0,0,0,0,0,0,0,7.7664168980196555,2.772588722239781,3.7612001156935624,3.258096538021482,0.0
0.0,0.0,0.0,1070,17,-73,-65,0.0,0,0,0,0,0,0,0,6.975413927455952,2.833213344056216,3.1780538303479458,3.4657359027997265,0.0
