seismic,seismoacoustic,shift,genergy,gpuls,gdenergy,gdpuls,hazard,nbumps,nbumps2,nbumps3,nbumps4,nbumps5,energy,class,log_genergy,log_gpuls,log_gdenergy,log_gdpuls,log_energy,genergy_S,gpuls_S,gdenergy_S,gdpuls_S,energy_S
0.0,0.0,0.0,72780,269,-48,-52,0.0,1,0,1,0,0,3000,0,11.19519647116615,5.594711379601839,3.8918202981106265,3.80666248977032,8.006700845440367,0.6960392633116248,-0.2748290488784408,-0.7633692715195166,-0.9602949944799671,1.0145407756440374
0.0,0.0,1.0,498400,1647,-4,-8,0.0,1,1,0,0,0,300,0,13.11915824645538,7.40671073017764,4.532599493153256,4.48863636973214,5.707110264748875,1.9729275311981729,1.1722176720515054,0.026808702156693374,-0.03030510852573264,0.7231562895198836
0.0,0.0,0.0,342050,1607,-2,-20,0.0,0,0,0,0,0,0,0,12.742712204189145,7.382124365737512,4.553876891600541,4.343805421853684,0.0,1.723089129502371,1.1525832179710613,0.05304696288714368,-0.2278072719629441,0.0
0.0,0.0,1.0,434360,1584,-38,-60,0.0,2,0,2,0,0,9000,1,12.981628962330836,7.367708572374371,4.07753744390572,3.610917912644224,9.105090961257083,1.881652573636677,1.1410708923683464,-0.5343518516709632,-1.2272267382116326,1.153719393850441
1.0,0.0,1.0,366500,1484,-46,-61,0.0,1,0,0,1,0,30000,0,12.811753800308844,7.302496423727326,3.9318256327243257,3.58351893845611,10.308985993422082,1.768910416189916,1.0889930448600031,-0.7140366238838695,-1.264590000396826,1.3062666943309182
1.0,0.0,1.0,507230,2116,-21,-40,0.0,1,0,1,0,0,3000,0,13.136719828620947,7.65728279297819,4.330733340286331,4.04305126783455,8.006700845440367,1.984582741047323,1.3723223143169503,-0.22212289371946034,-0.637937820382446,1.0145407756440374
1.0,0.0,1.0,388530,1539,-11,-11,0.0,2,1,1,0,0,3200,1,12.870125665885745,7.338888133838879,4.454347296253507,4.454347296253507,8.071218539969863,1.8076504531735458,1.1180551440098856,-0.06968812991951312,-0.07706421832573686,1.022715907088844
1.0,0.0,1.0,329680,1268,-24,-26,0.0,1,0,0,1,0,70000,0,12.7058777660127,7.145196134997171,4.290459441148391,4.262679877041316,11.156264806643742,1.6986429775227534,0.9633744198113943,-0.2717867221631107,-0.33843604878978223,1.413626632081332
1.0,0.0,1.0,579440,2343,38,41,0.0,1,0,1,0,0,3000,0,13.269817398869208,7.759187438507795,4.90527477843843,4.927253685157205,8.006700845440367,2.072916474137556,1.4537024666411136,0.48637387537716686,0.5678258157444842,1.0145407756440374
1.0,0.0,1.0,292040,1233,-33,-29,0.0,0,0,0,0,0,0,0,12.584646058170025,7.117205503164344,4.158883083359672,4.219507705176107,0.0,1.6181843387762065,0.9410213477765844,-0.4340403355537091,-0.3973088067780654,0.0
0.0,0.0,1.0,261010,1352,-38,-19,0.0,2,1,1,0,0,3700,1,12.472313999747106,7.20934025660291,4.07753744390572,4.356708826689592,8.216358332386156,1.5436321884424462,1.014599350331938,-0.5343518516709632,-0.21021123735757355,1.041106782484007
1.0,0.0,1.0,394660,1764,-2,8,0.0,3,1,1,1,0,35900,1,12.885779913723416,7.475339236566737,4.553876891600541,4.653960350157523,10.488520429241628,1.8180398100013373,1.2270237927607128,0.05304696288714368,0.19514286568393963,1.3290157653012549
1.0,0.0,1.0,464220,1808,16,10,0.0,2,1,0,1,0,40700,0,13.048113856771556,7.4999765409521215,4.727387818712341,4.672828834461906,10.614007941153416,1.92577703743496,1.2466989270327504,0.26701226303513215,0.22087332264417472,1.3449164714880142
1.0,1.0,1.0,393140,1685,-2,2,0.0,3,2,1,0,0,5200,0,12.88192106151179,7.429520842786462,4.553876891600541,4.59511985013459,8.556606193773073,1.8154787803697618,1.190433627065038,0.05304696288714368,0.11490361970448741,1.0842200866858605
1.0,1.0,1.0,742750,3037,87,85,0.0,4,0,4,0,0,18000,0,13.518114793324854,8.01862546504575,5.214935757608986,5.204006687076795,9.798182590890704,2.237705626395818,1.66088738945413,0.8682328479227761,0.9452266228063337,1.2415420480365686
0.0,1.0,1.0,820600,3506,92,97,0.0,2,1,1,0,0,8700,1,13.617791058990225,8.16223106548118,5.241747015059643,5.267858159063328,9.071193240566023,2.3038584241538302,1.7755695570560286,0.9012951964633864,1.0322991997708508,1.1494241640789857
1.0,1.0,1.0,289580,1986,-38,2,0.0,2,0,1,1,0,54000,0,12.576186876335411,7.593877844605118,4.07753744390572,4.59511985013459,10.896757843893464,1.6125701783603046,1.3216876810292337,-0.5343518516709632,0.11490361970448741,1.3807441252466188
1.0,0.0,1.0,577770,2765,27,38,0.0,1,0,1,0,0,2000,1,13.266931144586367,7.9247959139564355,4.820281565605037,4.90527477843843,7.601402334583733,2.071000934920909,1.5859559364229932,0.3815643478324204,0.5378537573513723,0.9631848084973409
1.0,0.0,1.0,347400,1684,-28,-22,0.0,2,0,1,1,0,31000,0,12.75823213278914,7.428927194802272,4.23410650459726,4.31748811353631,10.34177474101152,1.7333893418050768,1.1899595450138298,-0.3412784434286779,-0.26369549478178184,1.3104214044985558
1.0,0.0,0.0,72370,581,-79,-70,0.0,0,0,0,0,0,0,0,11.189547127860171,6.364750756851911,2.8903717578961645,3.295836866004329,0.0,0.6922899267700587,0.3401176151380598,-1.9983072725808912,-1.6568944941781536,0.0
1.0,0.0,0.0,59210,440,-82,-76,0.0,1,0,1,0,0,2000,0,10.988845725525822,6.0867747269123065,2.70805020110221,3.044522437723423,7.601402334583733,0.5590891172318426,0.11812840609479636,-2.2231374159742865,-1.9996053858455858,0.9631848084973409
0.0,0.0,0.0,42560,379,-73,-57,0.0,1,0,1,0,0,4000,0,10.658670124015526,5.937536205082426,3.1780538303479458,3.688879454113936,8.294299608857235,0.33995932093040476,-0.0010521629168514992,-1.6435516269051635,-1.1209126297236465,1.0509828356315012
0.0,0.0,1.0,268170,1352,-41,-35,0.0,1,1,0,0,0,400,1,12.499376386750008,7.20934025660291,4.02535169073515,4.127134385045092,5.993961427306569,1.5615928594437272,1.014599350331938,-0.5987048035366125,-0.5232758796792539,0.7595036199089549
1.0,0.0,1.0,632800,2959,39,41,0.0,2,0,1,1,0,25000,0,13.35790969543558,7.99260665240021,4.912654885736052,4.927253685157205,10.12667110305036,2.1313812635224045,1.6401089948541236,0.4954746674675851,0.5678258157444842,1.2831653078972638
1.0,0.0,1.0,332180,1890,-33,-16,0.0,1,0,1,0,0,1000,1,12.71343226965299,7.544332108053688,4.158883083359672,4.394449154672439,6.90875477931522,1.7036567242571674,1.2821208922276681,-0.4340403355537091,-0.15874574234681352,0.8754184236235704
1.0,0.0,1.0,172250,1250,-43,-50,0.0,2,0,1,1,0,73000,0,12.056702188875905,7.1308988302963465,3.9889840465642745,3.8501476017100575,11.19822841866684,1.2678003854864122,0.9519567182107341,-0.6435516269051642,-0.9009954883232097,1.418943902741567
1.0,0.0,1.0,256850,1650,-11,-31,0.0,4,4,0,0,0,1800,0,12.456247535895416,7.408530566894626,4.454347296253507,4.189654742026425,7.496097345175956,1.5329692535223582,1.1736709776242178,-0.06968812991951312,-0.43801850932051883,0.9498414592583351
1.0,0.0,1.0,199030,1255,-30,-45,0.0,2,2,0,0,0,700,1,12.201210846113266,7.134890851565884,4.204692619390966,3.951243718581428,6.55250788703459,1.3637073891516416,0.9551447112340932,-0.37755022689179074,-0.7631333663825786,0.8302778588151583
1.0,0.0,1.0,192650,1185,-8,-14,0.0,4,2,1,1,0,27100,1,12.168630350054304,7.077498053569231,4.48863636973214,4.418840607796598,10.207325906555994,1.3420844786999206,0.9093113282808044,-0.027404499598497774,-0.12548375772290862,1.293385196024422
1.0,0.0,1.0,320110,1844,54,35,0.0,2,1,0,1,0,20600,1,12.676419965707414,7.519692404116539,5.017279836814924,4.882801922586371,9.933094897288786,1.679092526941733,1.262443841694728,0.6244931070159784,0.507208113485815,1.258636983718471
1.0,0.0,1.0,233800,1315,7,-7,0.0,3,2,0,1,0,20700,0,12.362221328020103,7.181591944611865,4.6443908991413725,4.499809670330265,9.937937287265354,1.4705662664922234,0.9924397927883757,0.1646644679829035,-0.015068371673633923,1.2592505700354364
1.0,0.0,1.0,206610,1421,-7,1,0.0,2,1,1,0,0,4200,1,12.238588237206852,7.259116128097101,4.499809670330265,4.584967478670572,8.343077871169383,1.3885138862372874,1.054349922871719,-0.013626124622833143,0.10105909712465601,1.0571636005977503
1.0,0.0,1.0,244480,1576,11,12,0.0,3,2,0,1,0,51200,0,12.406888784960293,7.362645270417825,4.68213122712422,4.691347882229144,10.843514342086866,1.5002110091559289,1.1370273840243887,0.21120401877056283,0.24612726216748815,1.3739975632526569
1.0,0.0,1.0,430310,1955,92,37,0.0,2,1,1,0,0,1200,0,12.972261158156934,7.578145472419466,5.241747015059643,4.897839799950911,7.090909822079984,1.8754353819028569,1.3091239471755418,0.9012951964633864,0.5277148722725675,0.8984995555331355
1.0,0.0,1.0,311200,1147,-38,-62,0.0,3,1,2,0,0,14400,0,12.648191071286371,7.044905117129371,4.07753744390572,3.555348061489413,9.575052927597383,1.660357672349199,0.8832828963248048,-0.5343518516709632,-1.3030058861474003,1.213268962025654
0.0,0.0,1.0,478520,1493,-1,-47,0.0,4,3,1,0,0,4300,0,13.07845328628484,7.30854279753919,4.564348191467836,3.912023005428146,8.366602832783736,1.9459126046262891,1.093821625728531,0.06595966444628985,-0.8166176238067875,1.06014448289421
0.0,0.0,0.0,65250,450,-74,-70,0.0,0,0,0,0,0,0,1,11.08598132518494,6.1092475827643655,3.1354942159291497,3.295836866004329,0.0,0.6235557346001671,0.13607503083300043,-1.696034089104405,-1.6568944941781536,0.0
1.0,0.0,1.0,379670,1456,-21,-45,0.0,2,0,0,2,0,40000,0,12.847057733353925,7.283448228756631,4.330733340286331,3.951243718581428,10.59665973278358,1.7923408078403626,1.073781324136583,-0.22212289371946034,-0.7631333663825786,1.3427182546299945
1.0,1.0,1.0,887140,3327,128,144,1.0,5,3,2,0,0,6200,1,13.695758084237246,8.109826276018477,5.41610040220442,5.484796933490655,8.732465848349879,2.35560330864093,1.7337195537826111,1.1162993776594978,1.328132914252725,1.1065035207497733
1.0,1.0,1.0,690550,3915,28,29,0.0,3,1,1,1,0,34400,1,13.445243660506074,8.272570608424903,4.8283137373023015,4.836281906951478,10.445840912706414,2.1893427660942333,1.863685744158903,0.39146923426610303,0.4437699887920875,1.3236077813331255
1.0,1.0,1.0,397280,1630,-29,-48,0.0,3,1,1,1,0,31300,0,12.892396600741993,7.396335293800808,4.219507705176107,3.8918202981106265,10.351405324899678,1.822431149857883,1.1639319399498131,-0.3592809782081419,-0.8441675256816784,1.3116417098698203
1.0,0.0,1.0,609620,2344,11,-22,0.0,2,2,0,0,0,900,1,13.32059109121534,7.759614150696903,4.68213122712422,4.31748811353631,6.803505257608338,2.1066137819046555,1.4540432352367716,0.21120401877056283,-0.26369549478178184,0.8620821027780783
1.0,0.0,0.0,136810,746,-41,-47,0.0,1,0,0,1,0,40000,0,11.82634838091416,6.61472560020376,4.02535169073515,3.912023005428146,10.59665973278358,1.1149199703829855,0.5397453232121964,-0.5987048035366125,-0.8166176238067875,1.3427182546299945
1.0,0.0,1.0,358490,1231,-36,-58,0.0,1,1,0,0,0,400,0,12.789656044629975,7.115582126184454,4.110873864173311,3.6635616461296463,5.993961427306569,1.7542446544604609,0.9397249332194617,-0.4932429873063646,-1.1554378601639073,0.7595036199089549
1.0,0.0,1.0,581540,2102,7,-23,0.0,2,1,1,0,0,6500,1,13.273435036193325,7.650644551436897,4.6443908991413725,4.30406509320417,8.77971129020447,2.075317415110481,1.3670210730929857,0.1646644679829035,-0.28200011540529757,1.1124900597937664
1.0,0.0,1.0,545470,1894,-1,-29,0.0,4,1,1,2,0,53600,0,13.20940308732591,7.546446273746024,4.564348191467836,4.219507705176107,10.889323003601277,2.0328209137096556,1.2838092463275883,0.06595966444628985,-0.3973088067780654,1.3798020457581464
1.0,0.0,0.0,102550,731,-53,-45,0.0,0,0,0,0,0,0,0,11.538105763500528,6.594413459749778,3.784189633918261,3.951243718581428,0.0,0.9236201113070184,0.5235242267588982,-0.8960942113972694,-0.7631333663825786,0.0
1.0,1.0,0.0,66800,441,-34,-31,0.0,0,0,0,0,0,0,0,11.109458359524735,6.089044875446846,4.143134726391533,4.189654742026425,0.0,0.6391368912001973,0.11994132671857334,-0.45346044921234063,-0.43801850932051883,0.0
0.0,1.0,0.0,67210,420,-31,-32,0.0,1,0,1,0,0,4000,0,11.115577324964011,6.040254711277414,4.189654742026425,4.174387269895637,8.294299608857235,0.6431979049278947,0.08097793136604443,-0.39609421139726997,-0.45883836046572146,1.0509828356315012
0.0,1.0,1.0,532290,2055,-4,-19,0.0,2,0,2,0,0,4000,0,13.184943732585737,7.628031126930335,4.532599493153256,4.356708826689592,8.294299608857235,2.0165878141185227,1.3489621914654513,0.026808702156693374,-0.21021123735757355,1.0509828356315012
0.0,1.0,1.0,511560,2205,-9,-10,0.0,5,2,3,0,0,9700,0,13.145220159547256,7.698482787880946,4.477336814478207,4.465908118654584,9.179984251961285,1.990224211149464,1.4052242673487865,-0.041338565721541876,-0.061299028159045886,1.163209232263081
0.0,1.0,1.0,546980,2212,-3,-7,0.0,1,1,0,0,0,100,1,13.212167517664374,7.701652362642226,4.543294782270004,4.499809670330265,4.61512051684126,2.034655601234071,1.4077554618349188,0.039997616446569094,-0.015068371673633923,0.5847886712931536
1.0,0.0,0.0,155980,742,65,24,0.0,1,0,0,1,0,20000,0,11.95748307288449,6.60934924316738,5.087596335232384,4.795790545596741,9.90353755128617,1.2019509872360403,0.5354518118389333,0.7112040187705617,0.38855298175578956,1.2548917291725177
1.0,0.0,0.0,12340,125,-88,-79,0.0,1,1,0,0,0,400,0,9.42060129745938,4.8283137373023015,2.19722457733622,2.8903717578961645,5.993961427306569,-0.4817178972814572,-0.8868674554405488,-2.853062918256617,-2.2098166232031597,0.7595036199089549
1.0,0.0,0.0,5920,82,-94,-85,0.0,0,0,0,0,0,0,0,8.68609172787805,4.406719247264253,1.0986122886681098,2.4849066497880004,0.0,-0.9691946570044017,-1.2235491016993232,-4.207818563932344,-2.7627387522281657,0.0
0.0,0.0,0.0,4150,67,-95,-87,0.0,0,0,0,0,0,0,0,8.330863613224745,4.204692619390966,0.6931471805599453,2.302585092994046,0.0,-1.204951218205352,-1.3848857872294131,-4.707818563932344,-3.011365875336313,0.0
0.0,0.0,0.0,10420,62,-85,-86,0.0,1,0,1,0,0,1000,0,9.251482315307358,4.127134385045092,2.4849066497880004,2.3978952727983707,6.90875477931522,-0.5939581958988074,-1.4468231100301359,-2.498307272580891,-2.8813938839581916,0.8754184236235704
0.0,0.0,0.0,2970,50,-95,-87,0.0,0,0,0,0,0,0,0,7.996317231796746,3.912023005428146,0.6931471805599453,2.302585092994046,0.0,-1.4269817985400846,-1.6186091630496933,-4.707818563932344,-3.011365875336313,0.0
0.0,0.0,0.0,4230,48,-92,-85,0.0,0,0,0,0,0,0,0,8.349957272040324,3.871201010907891,1.6094379124341005,2.4849066497880004,0.0,-1.1922792050469941,-1.651209248305565,-3.577893061650013,-2.7627387522281657,0.0
0.0,0.0,0.0,3210,47,-93,-82,0.0,0,0,0,0,0,0,0,8.07402621612406,3.8501476017100575,1.3862943611198906,2.70805020110221,0.0,-1.3754081697542362,-1.6680223154484646,-3.853062918256617,-2.458443746311307,0.0
0.0,0.0,0.0,3550,38,-89,-82,0.0,0,0,0,0,0,0,0,8.174702882469461,3.6375861597263857,2.079441541679836,2.70805020110221,0.0,-1.308591429547927,-1.8377720107344322,-2.99830727258089,-2.458443746311307,0.0
0.0,0.0,0.0,3170,36,-88,-79,0.0,0,0,0,0,0,0,0,8.061486866871327,3.58351893845611,2.19722457733622,2.8903717578961645,0.0,-1.3837302415091912,-1.8809496174063576,-2.853062918256617,-2.2098166232031597,0.0
0.0,0.0,0.0,4490,35,-78,-73,0.0,0,0,0,0,0,0,0,8.4096079807363,3.555348061489413,2.9444389791664403,3.1780538303479458,0.0,-1.1526904299043281,-1.903446631617442,-1.9316341850709144,-1.8175121294218317,0.0
0.0,0.0,0.0,8790,53,-91,-91,0.0,1,0,1,0,0,3000,0,9.081369990679224,3.970291913552122,1.791759469228055,1.791759469228055,8.006700845440367,-0.7068577526001967,-1.5720761262656713,-3.353062918256618,-3.707965375034499,1.0145407756440374
0.0,0.0,1.0,55730,387,-89,-87,0.0,3,2,1,0,0,9600,1,10.928273880563582,5.958424693029782,2.079441541679836,2.302585092994046,9.169622538697624,0.518889005571672,0.015629199568074643,-2.99830727258089,-3.011365875336313,1.161896284419213
1.0,0.0,1.0,94740,732,-79,-73,0.0,3,2,0,1,0,21000,0,11.458891576477743,6.595780513961311,2.8903717578961645,3.1780538303479458,9.952325334619427,0.8710475148247625,0.5246159442109514,-1.9983072725808912,-1.8175121294218317,1.261073700561278
1.0,0.0,1.0,91510,768,-78,-69,0.0,3,2,1,0,0,5900,1,11.424203534909424,6.643789733147672,2.9444389791664403,3.332204510175204,8.682877107057168,0.8480258758902315,0.5629556837787137,-1.9316341850709144,-1.6073008920642582,1.1002200588063977
1.0,0.0,1.0,92450,777,15,24,0.0,4,1,2,1,0,27600,0,11.43442323681527,6.655440350367647,4.718498871295094,4.795790545596741,10.22560728293294,0.8548084521516083,0.5722597640697015,0.2560508421391134,0.38855298175578956,1.2957016559655812
0.0,0.0,1.0,189840,1276,-50,-45,0.0,6,1,5,0,0,17900,1,12.153936891109645,7.151485463904735,3.8501476017100575,3.951243718581428,9.792611856190192,1.3323327749072154,0.9683970224793524,-0.8147580292291591,-0.7631333663825786,1.2408361720942716
1.0,0.0,1.0,108010,889,-70,-60,0.0,4,1,2,1,0,41200,0,11.58997909441252,6.790097235513905,3.295836866004329,3.610917912644224,10.626217806887722,0.958047223377767,0.6797955664636773,-1.4983072725808912,-1.2272267382116326,1.346463601434757
1.0,0.0,1.0,71660,532,-78,-74,0.0,2,1,1,0,0,2800,0,11.179687990858945,6.2766434893416445,2.9444389791664403,3.1354942159291497,7.937731775260109,0.6857466489721096,0.26975592737017284,-1.9316341850709144,-1.8755495588931896,1.0058016038794304
1.0,0.0,1.0,122850,886,-58,-52,0.0,3,2,1,0,0,6900,1,11.718719377949324,6.786716950605081,3.6635616461296463,3.80666248977032,8.839421607620602,1.0434891275589557,0.6770961007096925,-1.0448468233685506,-0.9602949944799671,1.1200560414527183
1.0,0.0,1.0,110510,708,-58,-58,0.0,4,2,1,1,0,44200,0,11.612861293582828,6.56244409369372,3.6635616461296463,3.6635616461296463,10.69650269224425,0.9732336018387513,0.49799377261887434,-1.0448468233685506,-1.1554378601639073,1.3553695020650114
1.0,0.0,1.0,91420,774,-61,-49,0.0,4,1,3,0,0,12700,1,11.423219551885737,6.651571873589727,3.58351893845611,3.871201010907891,9.44943600950432,0.8473728294550669,0.5691704325891443,-1.1435516269051642,-0.872285506615498,1.1973518585923808
1.0,0.0,1.0,151660,900,-25,-33,0.0,7,2,3,2,0,67700,0,11.929396452254927,6.802394763324311,4.276666119016055,4.158883083359672,11.12285622984002,1.1833105564192292,0.6896162638540702,-0.28879598122943717,-0.4799810128341699,1.4093933824473188
1.0,0.0,1.0,103140,762,-42,-35,0.0,3,1,2,0,0,7500,0,11.54384256760495,6.635946555686647,4.007333185232471,4.127134385045092,8.922791623969637,0.9274274935274877,0.556692191342559,-0.6209243547906649,-0.5232758796792539,1.1306199781708453
1.0,0.0,1.0,76560,586,-47,-41,0.0,5,1,4,0,0,9500,0,11.245830026126836,6.373319789577012,3.912023005428146,4.02535169073515,9.15915233520675,0.729643565185537,0.3469607691946322,-0.7384562680162285,-0.6620742692579238,1.1605695896199648
0.0,0.0,1.0,122640,979,10,21,0.0,6,4,2,0,0,9200,1,11.717008513545697,6.88653164253051,4.672828834461906,4.770684624465665,9.12706745278236,1.042353667014472,0.7568072344942756,0.1997327571548376,0.3543166958576071,1.156504067236944
1.0,1.0,1.0,176830,1297,54,56,0.0,5,2,2,1,0,36200,0,12.082944098049024,7.167809184316444,5.017279836814924,5.030437921392435,10.49684202174171,1.2852165246116625,0.9814330018176642,0.6244931070159784,0.708535451271946,1.330070206459055
1.0,1.0,1.0,122410,902,8,9,0.0,3,2,1,0,0,3600,1,11.715131345069558,6.804614520062624,4.653960350157523,4.663439094112067,8.188966863648876,1.041107834360823,0.6913889420332414,0.1764650530699904,0.20806878010425311,1.0376359694144048
1.0,1.0,1.0,184710,1482,61,78,0.0,9,1,7,1,0,49800,0,12.126542306573365,7.301147805856032,5.062595033026967,5.1647859739235145,10.815790343132422,1.3141516322009141,1.0879160505068743,0.6803736196739923,0.8917423653821267,1.3704846147928411
1.0,1.0,1.0,80040,751,-37,-19,0.0,2,1,1,0,0,1600,0,11.29028178869767,6.621405651764134,4.0943445622221,4.356708826689592,7.378383712996714,0.7591451565594317,0.545079953549128,-0.5136261246228332,-0.21021123735757355,0.934925792743454
1.0,2.0,0.0,18900,208,-81,-67,0.0,1,0,1,0,0,3000,0,9.846917201047734,5.337538079701318,2.772588722239781,3.4011973816621555,8.006700845440367,-0.19878203925299393,-0.4802053809469523,-2.1435516269051638,-1.5132171235049734,1.0145407756440374
0.0,2.0,0.0,11350,94,-87,-84,0.0,0,0,0,0,0,0,0,9.336973022909548,4.543294782270004,2.302585092994046,2.5649493574615367,0.0,-0.537220020040742,-1.114481082427394,-2.723137415974286,-2.6535866119952467,0.0
0.0,2.0,0.0,10490,93,-87,-82,0.0,1,0,1,0,0,3000,0,9.258177701390345,4.532599493153256,2.302585092994046,2.70805020110221,8.006700845440367,-0.589514625320566,-1.1230222461098587,-2.723137415974286,-2.458443746311307,1.0145407756440374
0.0,2.0,1.0,83180,744,-32,-19,0.0,3,1,2,0,0,14600,1,11.328762213296905,6.612041034833092,4.174387269895637,4.356708826689592,9.588845298501564,0.7846837110905738,0.5376014529533499,-0.41492132108621954,-0.21021123735757355,1.2150166135172251
1.0,1.0,1.0,127770,1141,7,24,0.0,4,2,1,1,0,44400,0,11.757987051585369,7.039660349862076,4.6443908991413725,4.795790545596741,10.70101727068921,1.0695501607962334,0.8790944713820648,0.1646644679829035,0.38855298175578956,1.355941550903312
1.0,1.0,1.0,108260,891,-12,-7,0.0,5,3,2,0,0,6000,0,11.592291020350968,6.792344427470809,4.442651256490317,4.499809670330265,8.699681400989514,0.9595815943538138,0.6815901541667608,-0.08411112160153789,-0.015068371673633923,1.1023493554704513
1.0,0.0,1.0,19520,211,-2,6,0.0,2,1,1,0,0,3200,1,9.879194859967084,5.351858133476067,4.553876891600541,4.634728988229636,8.071218539969863,-0.17736011470214594,-0.4687695121362345,0.05304696288714368,0.1689175620299907,1.022715907088844
1.0,0.0,1.0,47980,382,-26,-32,0.0,3,1,1,1,0,38600,0,10.778539536393684,5.945420608606575,4.262679877041316,4.174387269895637,10.5610334618531,0.41951383615517573,0.005244252290186419,-0.3060431397334038,-0.45883836046572146,1.3382039977293265
1.0,0.0,1.0,54050,373,-14,-31,0.0,3,1,2,0,0,9400,0,10.897664823067354,5.921578419643816,4.418840607796598,4.189654742026425,9.148571345578551,0.498574492617212,-0.013795909808872693,-0.11347326425891116,-0.43801850932051883,1.1592288569472076
1.0,0.0,1.0,38180,322,-6,0,0.0,3,1,2,0,0,11500,1,10.550067097279738,5.7745515455444085,4.51085950651685,4.574710978503383,9.35018926709258,0.2678820413934716,-0.1312102764235849,0.0,0.0870725769645171,1.1847761586917291
1.0,1.0,1.0,68970,624,71,94,0.0,5,2,2,1,0,34400,1,11.141426906425338,6.436150368369428,5.123963979403259,5.25227342804663,10.445840912706414,0.6603536653601846,0.3971367159943948,0.7560508421391134,1.011046711007413,1.3236077813331255
1.0,1.0,1.0,29400,331,-32,-6,0.0,2,0,1,1,0,22000,0,10.288749953326771,5.802118375377063,4.174387269895637,4.51085950651685,9.99884318585288,0.09445198701466112,-0.10919564893318308,-0.41492132108621954,0.0,1.2669680455334096
1.0,1.0,1.0,36100,285,-14,-19,0.0,6,3,3,0,0,14300,1,10.494048144320972,5.652489180268651,4.418840607796598,4.356708826689592,9.568084743872936,0.23070357728308993,-0.22868820618394092,-0.11347326425891116,-0.21021123735757355,1.212386013273465
1.0,0.0,1.0,45170,557,9,59,0.0,3,2,0,1,0,70700,0,10.71818842864865,6.322565239927284,4.663439094112067,5.049856007249537,11.166214996056205,0.3794602226045608,0.3064286329002254,0.18815378258702598,0.7350153854487602,1.4148874351360725
1.0,0.0,1.0,38010,410,-10,10,0.0,1,0,1,0,0,1000,0,10.545604561983296,6.016157159698354,4.465908118654584,4.672828834461906,6.90875477931522,0.2649203614691395,0.06173383893089081,-0.055431881761666295,0.22087332264417472,0.8754184236235704
1.0,0.0,1.0,22090,174,-47,-54,0.0,4,1,3,0,0,8800,0,10.002880296414164,5.159055299214529,3.912023005428146,3.7612001156935615,9.082620630373812,-0.09527299387878083,-0.6227401573329348,-0.7384562680162285,-1.0222908411320712,1.1508721453565407
0.0,0.0,1.0,34600,389,-13,6,0.0,4,0,4,0,0,15000,1,10.451608961045816,5.963579343618446,4.430816798843313,4.634728988229636,9.61587214452889,0.20253768754518792,0.019745658125024733,-0.09870480353661362,0.1689175620299907,1.2184412247099101
1.0,0.0,1.0,22860,313,-42,-16,0.0,6,1,3,2,0,70500,0,10.037143937348802,5.746203190540153,4.007333185232471,4.394449154672439,11.163382173096926,-0.07253301968259938,-0.153849023032203,-0.6209243547906649,-0.15874574234681352,1.4145284839952907
1.0,0.0,1.0,25940,233,-31,-37,0.0,5,1,4,0,0,15400,0,10.163541457870435,5.4510384535657,4.189654742026425,4.0943445622221,9.642187721358466,0.011354047678580746,-0.38956498211204843,-0.39609421139726997,-0.5679905006986402,1.2217757099421642
1.0,0.0,1.0,45670,382,26,5,0.0,5,1,4,0,0,10800,1,10.729196906179045,5.945420608606575,4.812184355372417,4.624972813284271,9.287394001418471,0.38676629073252033,0.005244252290186419,0.3715792590162701,0.15561332224693963,1.1768192787266105
1.0,0.0,1.0,26190,246,-29,-33,0.0,3,2,0,1,0,20500,0,10.173132937501755,5.5053315359323625,4.219507705176107,4.158883083359672,9.928228944424577,0.017719687563013505,-0.3462070047579768,-0.3592809782081419,-0.4799810128341699,1.2580204117135465
1.0,0.0,1.0,21970,183,-33,-45,0.0,5,3,2,0,0,11500,0,9.997433165378656,5.209486152841421,4.158883083359672,3.951243718581428,9.35018926709258,-0.0988881268830918,-0.5824665218311874,-0.4340403355537091,-0.7631333663825786,1.1847761586917291
1.0,0.0,1.0,19120,194,-40,-39,0.0,3,1,2,0,0,9300,0,9.858490186605392,5.267858159063328,4.04305126783455,4.060443010546419,9.137877200242468,-0.1911013203983939,-0.5358511518142658,-0.5768785393951874,-0.6142211571840521,1.15787378614919
0.0,0.0,0.0,5180,73,-74,-51,0.0,1,1,0,0,0,400,0,8.55256033525353,4.290459441148391,3.1354942159291497,3.828641396489095,5.993961427306569,-1.0578163078223712,-1.3163931588246474,-1.696034089104405,-0.9303229360868558,0.7595036199089549
0.0,1.0,1.0,17660,224,-41,-27,0.0,5,2,3,0,0,9900,1,9.77905747415795,5.41164605185504,4.02535169073515,4.248495242049359,9.200391041122517,-0.24381894707540888,-0.4210234071423066,-0.5987048035366125,-0.3577792633410654,1.1657950063670093
1.0,1.0,1.0,44020,528,61,92,0.0,7,3,3,1,0,25100,0,10.692399355080452,6.269096283706261,5.062595033026967,5.241747015059643,10.130662964963708,0.3623446198405999,0.26372879542699923,0.6803736196739923,0.9966921178170938,1.283671122559259
1.0,1.0,1.0,54610,527,95,84,0.0,6,1,5,0,0,14700,1,10.9079722951462,6.267200548541362,5.2574953720277815,5.198497031265826,9.595670797663969,0.505415319882124,0.2622148780223121,0.9207153101220169,0.9377132497434577,1.2158814824998507
